   15   28      5.50      7.48
   15   29     -0.38      5.13
   15   30      2.53      2.16
   15   31      0.39      2.92
   15   32      3.75      4.14
   15   33     -2.56      1.19
   15   34      1.28     -1.28
   15   35     -1.88     -0.59
   15   36      0.27     -1.60
   15   37     -1.32     -1.05
   15   38      0.10     -1.22
   15   39     -1.28     -1.18
   15   40      0.27     -1.01
   15   41     -2.70     -2.43
   15   42     -0.88     -3.58
   16    8 -20000.00 -20000.00
   16    9     20.42 -20000.00
   16   10     23.72     44.14
   16   11     18.59     42.32
   16   12     21.42     40.01
   16   13     14.65     36.07
   16   14     17.67     32.32
   16   15     12.36     30.03
   16   16     15.23     27.59
   16   17      8.69     23.92
   16   18     12.02     20.71
   16   19      7.32     19.34
   16   20     10.45     17.77
   16   21      5.38     15.83
   16   22      8.59     13.98
   16   23      4.59     13.18
   16   24      7.65     12.24
   16   25      3.40     11.05
   16   26      6.66     10.06
   16   27      2.43      9.09
   16   28      5.30      7.73
   16   29      1.33      6.64
   16   30      3.70      5.04
   16   31      0.57      4.28
   16   32      3.25      3.82
   16   33     -0.13      3.12
   16   34      2.67      2.54
   16   35     -1.94      0.73
   16   36      1.26     -0.68
   16   37     -1.32     -0.05
   16   38      1.19     -0.12
   16   39     -1.79     -0.60
   16   40      1.07     -0.73
   16   41     -1.89     -0.82
   16   42      0.09     -1.79
   16   43     -4.60     -4.51
   16   44     -0.91     -5.50
   17    8 -20000.00 -20000.00
   17    9     23.78 -20000.00
   17   10     23.09     46.86
   17   11     19.10     42.19
   17   12     21.50     40.61
   17   13     18.00     39.50
   17   14     18.36     36.36
   17   15     14.15     32.51
   17   16     15.61     29.76
   17   17     12.19     27.80
   17   18     13.06     25.25
   17   19      8.36     21.42
   17   20     10.86     19.22
   17   21      7.15     18.01
   17   22      8.93     16.07
   17   23      5.63     14.56
   17   24      7.95     13.59
   17   25      4.77     12.73
   17   26      6.85     11.63
   17   27      3.93     10.78
   17   28      6.48     10.41
   17   29      2.39      8.87
   17   30      4.08      6.47
   17   31      1.49      5.57
   17   32      3.38      4.88
   17   33      0.81      4.19
   17   34      2.67      3.48
   17   35     -0.20      2.47
   17   36      1.40      1.19
   17   37     -0.42      0.97
   17   38      0.90      0.48
   17   39     -0.69      0.21
   17   40      1.03      0.34
   17   41      0.36      1.39
   17   42      1.16      1.52
   17   43     -1.35     -0.19
   17   44      1.41      0.06
   17   45     -2.12     -0.71
   17   46     -1.00     -3.12
   18    9 -20000.00 -20000.00
   18   10     26.97 -20000.00
   18   11     18.47     45.44
   18   12     23.53     42.00
   18   13     17.23     40.76
   18   14     20.99     38.22
   18   15     13.70     34.69
   18   16     17.34     31.04
   18   17     13.53     30.87
   18   18     15.15     28.67
   18   19      9.47     24.62
   18   20     12.50     21.97
   18   21      7.45     19.95
   18   22      9.84     17.29
   18   23      5.93     15.77
   18   24      9.30     15.23
   18   25      5.33     14.63
   18   26      8.49     13.82
   18   27      4.80     13.29
   18   28      7.03     11.83
   18   29      3.11     10.14
   18   30      5.28      8.40
   18   31      1.71      6.99
   18   32      4.66      6.37
   18   33      1.08      5.74
   18   34      3.88      4.96
   18   35      0.22      4.11
   18   36      2.77      2.99
   18   37      0.71      3.48
   18   38      3.31      4.02
   18   39     -1.08      2.23
   18   40      1.71      0.63
   18   41     -0.75      0.96
   18   42      1.82      1.07
   18   43     -0.75      1.08
   18   44      2.13      1.38
   18   45     -2.18     -0.05
   18   46      0.25     -1.93
   18   47     -2.97     -2.72
   18   48     -1.44     -4.41
   18   49     -2.55     -3.98
   19   10 -20000.00 -20000.00
   19   11     21.61 -20000.00
   19   12     24.00     45.61
   19   13     19.61     43.61
   19   14     21.29     40.90
   19   15     16.46     37.75
   19   16     17.76     34.23
   19   17     14.30     32.06
   19   18     16.09     30.39
   19   19     12.01     28.10
   19   20     13.59     25.60
   19   21      9.04     22.64
   19   22     10.49     19.53
   19   23      7.26     17.76
   19   24      9.65     16.91
   19   25      6.84     16.49
   19   26      8.80     15.65
   19   27      5.73     14.53
   19   28      7.80     13.53
   19   29      4.24     12.04
   19   30      5.32      9.56
   19   31      2.72      8.04
   19   32      4.34      7.06
   19   33      2.06      6.40
   19   34      3.84      5.89
   19   35      1.22      5.06
   19   36      2.87      4.09
   19   37      1.68      4.55
   19   38      2.87      4.55
   19   39      0.26      3.13
   19   40      2.99      3.25
   19   41      0.16      3.15
   19   42      2.21      2.37
   19   43     -0.11      2.10
   19   44      1.44      1.33
   19   45     -2.54     -1.10
   19   46      1.30     -1.24
   19   47     -1.39     -0.09
   19   48      0.65     -0.74
   19   49     -1.46     -0.81
   19   50      0.46     -1.00
   19   51     -2.36     -1.90
   20   10 -20000.00 -20000.00
   20   11     22.25 -20000.00
   20   12     26.00     48.24
   20   13     20.12     46.12
   20   14     23.19     43.32
   20   15     16.83     40.02
   20   16     19.48     36.31
   20   17     14.69     34.18
   20   18     17.81     32.51
   20   19     13.19     31.00
   20   20     15.51     28.70
   20   21      9.29     24.80
   20   22     12.27     21.57
   20   23      7.61     19.89
   20   24     11.15     18.76
   20   25      7.07     18.22
   20   26     10.30     17.37
   20   27      6.43     16.73
   20   28      8.80     15.23
   20   29      4.58     13.39
   20   30      6.42     11.01
   20   31      2.97      9.39
   20   32      5.58      8.56
   20   33      2.40      7.98
   20   34      5.14      7.53
   20   35      1.87      7.00
   20   36      4.64      6.50
   20   37      0.55      5.18
   20   38      4.77      5.32
   20   39      0.49      5.26
   20   40      3.20      3.69
   20   41      0.76      3.95
   20   42      2.75      3.51
   20   43     -0.77      1.98
   20   44      2.48      1.71
   20   45     -0.78      1.70
   20   46      2.02      1.24
   20   47     -0.97      1.06
   20   48      1.63      0.67
   20   49     -1.29      0.34
   20   50      1.70      0.40
   20   51     -2.87     -1.17
   20   52     -0.08     -2.94
   20   53     -2.86     -2.93
   21   11 -20000.00 -20000.00
   21   12     24.59 -20000.00
   21   13     21.93     46.52
   21   14     23.39     45.32
   21   15     18.45     41.84
   21   16     19.83     38.28
   21   17     16.44     36.27
   21   18     18.06     34.50
   21   19     14.83     32.89
   21   20     15.76     30.59
   21   21     11.76     27.51
   21   22     13.19     24.95
   21   23      9.20     22.39
   21   24     11.53     20.74
   21   25      8.56     20.09
   21   26     10.73     19.28
   21   27      7.30     18.03
   21   28      9.30     16.60
   21   29      5.72     15.02
   21   30      6.94     12.66
   21   31      4.03     10.97
   21   32      5.55      9.58
   21   33      3.27      8.82
   21   34      5.20      8.47
   21   35      2.74      7.95
   21   36      4.67      7.41
   21   37      2.22      6.89
   21   38      4.47      6.69
   21   39      1.92      6.38
   21   40      4.26      6.18
   21   41      0.38      4.64
   21   42      3.07      3.44
   21   43      0.78      3.85
   21   44      2.67      3.45
   21   45      0.28      2.95
   21   46      2.27      2.55
   21   47     -0.06      2.21
   21   48      1.82      1.76
   21   49     -0.34      1.48
   21   50      1.21      0.87
   21   51     -1.35     -0.14
   21   52      0.17     -1.17
   21   53     -1.89     -1.72
   21   54     -0.75     -2.64
   21   55     -3.15     -3.90
   22   12 -20000.00 -20000.00
   22   13     21.88 -20000.00
   22   14     24.18     46.07
   22   15     18.97     43.16
   22   16     21.49     40.46
   22   17     16.70     38.19
   22   18     19.06     35.76
   22   19     15.15     34.20
   22   20     17.49     32.64
   22   21     12.69     30.18
   22   22     15.39     28.08
   22   23      9.49     24.88
   22   24     12.92     22.41
   22   25      8.83     21.75
   22   26     12.10     20.93
   22   27      8.31     20.41
   22   28     10.24     18.56
   22   29      6.11     16.35
   22   30      7.95     14.06
   22   31      4.42     12.37
   22   32      7.03     11.45
   22   33      3.75     10.78
   22   34      6.45     10.19
   22   35      2.75      9.20
   22   36      5.94      8.69
   22   37      2.42      8.36
   22   38      5.55      7.97
   22   39      2.12      7.66
   22   40      4.76      6.88
   22   41      0.94      5.70
   22   42      4.59      5.53
   22   43      0.41      5.00
   22   44      3.91      4.32
   22   45      0.39      4.31
   22   46      3.09      3.48
   22   47      0.09      3.18
   22   48      2.81      2.90
   22   49     -0.10      2.71
   22   50      2.42      2.32
   22   51     -1.62      0.80
   22   52      0.80     -0.81
   22   53     -2.12     -1.32
   22   54     -0.10     -2.22
   22   55     -2.83     -2.92
   22   56     -0.62     -3.44
   22   57     -1.28     -1.90
   22   58     -0.95     -2.23
   23   13 -20000.00 -20000.00
   23   14     24.90 -20000.00
   23   15     19.94     44.84
   23   16     22.05     41.99
   23   17     17.71     39.76
   23   18     19.18     36.90
   23   19     16.61     35.80
   23   20     17.84     34.45
   23   21     14.14     31.98
   23   22     15.76     29.90
   23   23     11.55     27.30
   23   24     14.00     25.55
   23   25     11.29     25.30
   23   26     11.33     22.63
   23   27      9.71     21.05
   23   28     10.43     20.14
   23   29      7.37     17.80
   23   30      8.18     15.55
   23   31      5.55     13.73
   23   32      7.54     13.10
   23   33      4.62     12.17
   23   34      6.75     11.37
   23   35      3.94     10.69
   23   36      6.25     10.19
   23   37      3.14      9.39
   23   38      5.69      8.83
   23   39      3.06      8.75
   23   40      5.19      8.25
   23   41      1.67      6.86
   23   42      4.67      6.34
   23   43      2.40      7.08
   23   44      3.33      5.74
   23   45      1.59      4.93
   23   46      3.38      4.98
   23   47      1.01      4.39
   23   48      2.76      3.76
   23   49      0.90      3.66
   23   50      2.38      3.28
   23   51     -0.69      1.70
   23   52      0.75      0.06
   23   53     -1.37     -0.62
   23   54      0.24     -1.13
   23   55     -1.59     -1.34
   23   56     -0.05     -1.63
   23   57     -1.81     -1.86
   23   58     -0.50     -2.31
   23   59     -2.20     -2.70
   23   60     -0.98     -3.18
   24   14 -20000.00 -20000.00
   24   15     20.41 -20000.00
   24   16     23.34     43.75
   24   17     18.41     41.75
   24   18     20.34     38.75
   24   19     17.00     37.33
   24   20     19.25     36.24
   24   21     14.49     33.74
   24   22     17.11     31.60
   24   23     12.59     29.70
   24   24     15.94     28.53
   24   25     11.85     27.79
   24   26     12.38     24.23
   24   27     10.24     22.62
   24   28     11.65     21.89
   24   29      7.71     19.37
   24   30      9.56     17.27
   24   31      5.76     15.31
   24   32      8.72     14.47
   24   33      4.91     13.63
   24   34      7.91     12.82
   24   35      4.27     12.18
   24   36      7.30     11.57
   24   37      2.86     10.16
   24   38      6.55      9.41
   24   39      2.91      9.47
   24   40      6.99      9.91
   24   41      1.86      8.86
   24   42      5.66      7.52
   24   43      2.24      7.90
   24   44      4.91      7.15
   24   45      1.83      6.74
   24   46      4.33      6.16
   24   47      1.04      5.38
   24   48      3.61      4.66
   24   49      0.97      4.58
   24   50      3.28      4.26
   24   51     -0.64      2.64
   24   52      1.60      0.95
   24   53     -1.16      0.43
   24   54      1.22      0.05
   24   55     -1.49     -0.27
   24   56     -0.21     -1.70
   24   57     -1.60     -1.81
   24   58      0.31     -1.29
   24   59     -1.72     -1.41
   24   60     -0.10     -1.82
   24   61     -2.36     -2.46
   24   62     -0.42     -2.78
   25   15 -20000.00 -20000.00
   25   16     24.01 -20000.00
   25   17     19.35     43.36
   25   18     21.89     41.24
   25   19     17.63     39.52
   25   20     19.46     37.08
   25   21     15.95     35.41
   25   22     17.43     33.38
   25   23     14.94     32.37
   25   24     16.63     31.57
   25   25     12.22     28.85
   25   26     14.45     26.67
   25   27     10.44     24.89
   25   28     12.01     22.45
   25   29      8.81     20.82
   25   30      9.60     18.42
   25   31      6.95     16.55
   25   32      8.92     15.87
   25   33      6.15     15.07
   25   34      8.14     14.29
   25   35      5.45     13.59
   25   36      7.27     12.72
   25   37      4.34     11.62
   25   38      6.84     11.18
   25   39      3.86     10.70
   25   40      6.04      9.90
   25   41      3.38      9.42
   25   42      6.30      9.68
   25   43      2.88      9.18
   25   44      5.17      8.05
   25   45      2.62      7.79
   25   46      4.57      7.20
   25   47      2.15      6.72
   25   48      3.92      6.08
   25   49      1.96      5.89
   25   50      3.43      5.39
   25   51      0.08      3.50
   25   52      1.46      1.54
   25   53     -0.40      1.06
   25   54      1.18      0.78
   25   55     -0.82      0.37
   25   56      0.89      0.08
   25   57     -1.67     -0.78
   25   58      0.23     -1.44
   25   59     -1.13     -0.89
   25   60      0.41     -0.71
   25   61     -1.61     -1.20
   25   62     -0.18     -1.79
   25   63     -1.89     -2.07
   25   64     -0.07     -1.96
   26   16 -20000.00 -20000.00
   26   17     19.49 -20000.00
   26   18     22.44     41.93
   26   19     18.78     41.22
   26   20     21.00     39.78
   26   21     16.17     37.17
   26   22     18.88     35.05
   26   23     14.22     33.10
   26   24     17.60     31.82
   26   25     14.28     31.88
   26   26     15.60     29.89
   26   27     11.65     27.25
   26   28     13.22     24.87
   26   29      9.11     22.34
   26   30     10.67     19.78
   26   31      7.36     18.03
   26   32     10.04     17.40
   26   33      6.29     16.33
   26   34      9.36     15.65
   26   35      5.75     15.11
   26   36      8.32     14.07
   26   37      4.68     13.00
   26   38      8.04     12.72
   26   39      4.49     12.53
   26   40      7.18     11.67
   26   41      3.08     10.27
   26   42      6.90      9.98
   26   43      2.94      9.84
   26   44      6.09      9.04
   26   45      2.90      9.00
   26   46      5.55      8.45
   26   47      2.25      7.80
   26   48      4.94      7.19
   26   49      2.06      7.00
   26   50      4.46      6.52
   26   51      0.06      4.52
   26   52      2.25      2.31
   26   53     -0.16      2.09
   26   54      1.60      1.44
   26   55     -0.86      0.74
   26   56      1.58      0.72
   26   57     -1.12      0.47
   26   58      0.66     -0.45
   26   59     -1.13     -0.46
   26   60      1.39      0.26
   26   61     -1.52     -0.13
   26   62      0.49     -1.03
   26   63     -1.52     -1.03
   26   64      0.61     -0.91
   26   65     -2.68     -2.07
   26   66      1.15     -1.54
   27   17 -20000.00 -20000.00
   27   18     23.86 -20000.00
   27   19     19.45     43.32
   27   20     21.82     41.28
   27   21     17.39     39.22
   27   22     19.55     36.94
   27   23     15.57     35.12
   27   24     18.04     33.61
   27   25     14.47     32.51
   27   26     16.77     31.24
   27   27     12.51     29.28
   27   28     14.78     27.29
   27   29      9.70     24.49
   27   30     11.31     21.02
   27   31      8.17     19.49
   27   32     10.14     18.31
   27   33      7.49     17.64
   27   34      9.38     16.88
   27   35      6.54     15.93
   27   36      8.70     15.24
   27   37      5.76     14.46
   27   38      8.20     13.95
   27   39      5.38     13.58
   27   40      7.38     12.77
   27   41      4.42     11.80
   27   42      6.93     11.35
   27   43      4.00     10.94
   27   44      6.20     10.20
   27   45      3.79      9.98
   27   46      5.68      9.47
   27   47      3.26      8.94
   27   48      5.23      8.48
   27   49      2.97      8.19
   27   50      4.48      7.45
   27   51      0.95      5.44
   27   52      2.39      3.34
   27   53      0.44      2.83
   27   54      1.85      2.29
   27   55     -0.10      1.75
   27   56      1.69      1.60
   27   57     -0.70      1.00
   27   58      0.79      0.09
   27   59     -0.26      0.52
   27   60      1.27      1.01
   27   61     -0.62      0.65
   27   62      0.71      0.09
   27   63     -0.93     -0.22
   27   64      0.85     -0.08
   27   65     -1.97     -1.12
   27   66     -0.03     -1.99
   27   67     -1.14     -1.16
   27   68     -0.19     -1.33
   27   69     -1.79     -1.99
   28   18 -20000.00 -20000.00
   28   19     20.60 -20000.00
   28   20     22.68     43.28
   28   21     17.83     40.51
   28   22     20.56     38.39
   28   23     15.80     36.35
   28   24     19.26     35.05
   28   25     14.90     34.16
   28   26     18.07     32.98
   28   27     14.06     32.13
   28   28     16.08     30.14
   28   29     10.55     26.63
   28   30     12.03     22.58
   28   31      8.54     20.57
   28   32     11.41     19.95
   28   33      7.61     19.02
   28   34     10.33     17.94
   28   35      6.89     17.22
   28   36      9.77     16.67
   28   37      6.33     16.11
   28   38      9.11     15.45
   28   39      5.92     15.03
   28   40      8.26     14.19
   28   41      4.17     12.43
   28   42      8.13     12.30
   28   43      3.93     12.06
   28   44      6.94     10.87
   28   45      3.97     10.91
   28   46      6.49     10.47
   28   47      3.69     10.18
   28   48      6.06      9.74
   28   49      3.08      9.14
   28   50      5.98      9.06
   28   51      0.52      6.50
   28   52      3.70      4.22
   28   53      0.17      3.87
   28   54      3.02      3.19
   28   55     -0.58      2.43
   28   56      2.35      1.77
   28   57     -0.40      1.95
   28   58      1.40      1.01
   28   59     -0.38      1.02
   28   60      2.06      1.67
   28   61     -0.54      1.52
   28   62      1.58      1.04
   28   63     -0.83      0.75
   28   64      1.31      0.48
   28   65     -1.43     -0.12
   28   66      0.59     -0.84
   28   67     -1.50     -0.91
   28   68      0.80     -0.70
   28   69     -1.61     -0.82
   28   70      0.29     -1.32
   28   71     -1.79     -1.50
   29   19 -20000.00 -20000.00
   29   20     23.36 -20000.00
   29   21     18.62     41.98
   29   22     21.26     39.88
   29   23     16.80     38.06
   29   24     19.57     36.37
   29   25     15.75     35.33
   29   26     18.31     34.06
   29   27     14.52     32.83
   29   28     17.15     31.68
   29   29     11.21     28.36
   29   30     13.35     24.55
   29   31      9.56     22.90
   29   32     11.65     21.21
   29   33      8.80     20.46
   29   34     10.75     19.55
   29   35      7.87     18.62
   29   36     10.15     18.02
   29   37      7.13     17.28
   29   38      9.45     16.58
   29   39      6.36     15.81
   29   40      8.56     14.92
   29   41      5.61     14.17
   29   42      8.03     13.64
   29   43      5.23     13.26
   29   44      7.43     12.66
   29   45      4.82     12.26
   29   46      6.83     11.65
   29   47      4.34     11.17
   29   48      6.23     10.58
   29   49      3.91     10.15
   29   50      5.50      9.41
   29   51      1.93      7.44
   29   52      3.40      5.33
   29   53      1.22      4.62
   29   54      3.11      4.33
   29   55      0.85      3.96
   29   56      2.63      3.48
   29   57      0.36      2.99
   29   58      1.56      1.92
   29   59      0.36      1.92
   29   60      2.43      2.79
   29   61      0.16      2.59
   29   62      1.49      1.64
   29   63     -0.02      1.47
   29   64      1.37      1.35
   29   65     -0.95      0.42
   29   66      0.61     -0.34
   29   67     -0.91     -0.30
   29   68      0.83     -0.08
   29   69     -1.00     -0.17
   29   70      0.52     -0.49
   29   71     -1.76     -1.24
   29   72     -0.29     -2.05
   29   73     -1.63     -1.92
   30   21 -20000.00 -20000.00
   30   22     21.93 -20000.00
   30   23     17.07     39.00
   30   24     20.95     38.03
   30   25     15.98     36.94
   30   26     19.40     35.39
   30   27     15.01     34.41
   30   28     17.66     32.67
   30   29     12.40     30.06
   30   30     14.87     27.27
   30   31     10.00     24.87
   30   32     12.87     22.87
   30   33      9.01     21.88
   30   34     11.88     20.89
   30   35      8.32     20.20
   30   36     11.09     19.41
   30   37      7.45     18.53
   30   38     10.30     17.75
   30   39      6.49     16.79
   30   40      9.63     16.12
   30   41      5.70     15.33
   30   42      9.06     14.76
   30   43      5.41     14.47
   30   44      8.75     14.16
   30   45      4.94     13.69
   30   46      7.78     12.72
   30   47      4.38     12.15
   30   48      7.14     11.52
   30   49      3.84     10.98
   30   50      6.42     10.26
   30   51      2.15      8.57
   30   52      4.16      6.31
   30   53      1.54      5.70
   30   54      3.99      5.53
   30   55      1.16      5.15
   30   56      3.53      4.69
   30   57      0.34      3.87
   30   58      2.65      3.00
   30   59      0.24      2.89
   30   60      3.07      3.31
   30   61      0.03      3.10
   30   62      2.26      2.30
   30   63      0.29      2.55
   30   64      2.09      2.38
   30   65     -0.72      1.37
   30   66      1.25      0.53
   30   67     -0.77      0.47
   30   68      1.55      0.78
   30   69     -0.57      0.99
   30   70      1.17      0.61
   30   71     -1.96     -0.78
   30   72      0.31     -1.64
   30   73     -1.56     -1.24
   30   74      0.32     -1.24
   30   75     -1.75     -1.42
   31   22 -20000.00 -20000.00
   31   23     18.32 -20000.00
   31   24     21.03     39.36
   31   25     17.15     38.18
   31   26     19.41     36.56
   31   27     16.16     35.57
   31   28     18.02     34.19
   31   29     13.32     31.34
   31   30     15.27     28.59
   31   31     11.68     26.95
   31   32     13.66     25.34
   31   33     10.30     23.96
   31   34     12.16     22.46
   31   35      9.29     21.45
   31   36     11.03     20.33
   31   37      8.52     19.56
   31   38     10.45     18.97
   31   39      7.67     18.12
   31   40      9.66     17.34
   31   41      6.77     16.43
   31   42      9.14     15.91
   31   43      6.70     15.85
   31   44      8.57     15.28
   31   45      5.84     14.41
   31   46      7.94     13.78
   31   47      5.34     13.29
   31   48      7.27     12.62
   31   49      4.85     12.12
   31   50      6.23     11.09
   31   51      3.24      9.48
   31   52      4.15      7.40
   31   53      2.46      6.62
   31   54      4.11      6.57
   31   55      1.87      5.98
   31   56      3.63      5.51
   31   57      1.41      5.05
   31   58      3.04      4.45
   31   59      0.99      4.03
   31   60      3.24      4.23
   31   61      0.93      4.17
   31   62      2.59      3.53
   31   63      0.58      3.17
   31   64      1.90      2.48
   31   65     -0.15      1.75
   31   66      1.70      1.54
   31   67      0.01      1.71
   31   68      1.61      1.62
   31   69     -0.03      1.58
   31   70      1.32      1.29
   31   71     -0.91      0.41
   31   72      0.45     -0.46
   31   73     -0.99     -0.54
   31   74      0.46     -0.53
   31   75     -1.03     -0.57
   31   76      1.10      0.07
   31   77     -1.03      0.07
   32   23 -20000.00 -20000.00
   32   24     22.19 -20000.00
   32   25     17.40     39.59
   32   26     20.47     37.87
   32   27     16.29     36.76
   32   28     18.85     35.15
   32   29     13.91     32.77
   32   30     16.22     30.13
   32   31     12.57     28.78
   32   32     15.25     27.82
   32   33     10.61     25.86
   32   34     13.27     23.89
   32   35      9.41     22.69
   32   36     12.43     21.84
   32   37      8.42     20.85
   32   38     11.41     19.83
   32   39      7.86     19.26
   32   40     10.63     18.49
   32   41      7.06     17.69
   32   42      9.91     16.97
   32   43      6.45     16.36
   32   44      9.95     16.40
   32   45      6.01     15.96
   32   46      8.90     14.90
   32   47      5.50     14.40
   32   48      8.11     13.61
   32   49      4.72     12.83
   32   50      7.09     11.81
   32   51      3.36     10.44
   32   52      5.36      8.72
   32   53      2.48      7.84
   32   54      4.93      7.41
   32   55      2.06      6.99
   32   56      4.40      6.46
   32   57      1.63      6.03
   32   58      3.94      5.57
   32   59      1.19      5.13
   32   60      3.71      4.90
   32   61      1.28      4.99
   32   62      3.25      4.53
   32   63      0.57      3.82
   32   64      2.75      3.32
   32   65      0.18      2.92
   32   66      2.57      2.75
   32   67      0.22      2.80
   32   68      2.41      2.63
   32   69      0.07      2.47
   32   70      1.88      1.95
   32   71     -0.82      1.06
   32   72      1.13      0.32
   32   73     -0.80      0.34
   32   74      1.09      0.29
   32   75     -1.06      0.03
   32   76      0.82     -0.24
   32   77     -0.46      0.36
